,roundness,perimeter_ratio_to_diameter,compactness,eccentricity,aspect_ratio,rectangularity,narrow_factor,perimeter_ratio_major_minor,hu_1,hu_2,hu_3,hu_4,hu_5,hu_6,hu7,mean_R,mean_G,mean_B,std_R,std_G,std_B,skewness_R,skewness_G,skewness_B,kurtosis_R,kurtosis_G,kurtosis_B,contrast,correlation,energy,homogeneity
280,0.6439199999999999,3.0861,4.4176,0.57998,1.2275,0.75893,1.1256,1.9142,0.16818,0.0011560000000000001,0.000181,2e-06,0.0,0.0,0.0,74.564,69.68,15.626,16.41,18.705,19.52,0.24438000000000001,-0.050704,1.4993,4.4389,4.1783,6.303,0.18689,0.985,0.21354,0.91402
281,0.55455,3.5139,4.7603,0.40031,1.0912,0.77091,1.1386,2.0878,0.16276,0.00020099999999999998,6.1e-05,0.0,0.0,0.0,0.0,80.311,78.616,10.432,18.182000000000002,19.678,19.174,-0.10437,-0.29595,2.4053,4.2517,4.1485,10.359000000000002,0.22609,0.9788899999999999,0.20899,0.8961600000000001
282,0.47705,3.5932,5.1324,0.5916600000000001,1.2404,0.7593,1.1176,2.2232,0.16846,0.001277,0.00040199999999999996,1.2e-05,0.0,0.0,0.0,89.43299999999998,91.801,17.338,21.031999999999996,21.059,23.26,-0.11465999999999996,-0.40998999999999997,1.4955,4.4922,4.6122,5.5229,0.22261999999999998,0.9781700000000001,0.19467,0.89679
283,0.5507,3.4319,4.7769,0.6351,1.2946,0.77449,1.0766,2.0846,0.16680999999999999,0.0017760000000000005,0.00011499999999999999,1e-06,0.0,0.0,0.0,75.628,75.891,11.735999999999999,18.053,18.926,18.784000000000002,0.19036,0.025379,2.1319999999999997,4.2617,3.9655,8.9316,0.21359,0.98165,0.20422,0.8986200000000001
284,0.6298600000000001,3.2875,4.4667,0.43293999999999994,1.1094,0.7664,1.1293,1.9525,0.16398,0.000288,0.000144,2e-06,0.0,0.0,0.0,82.073,76.133,30.171999999999997,16.238,17.987000000000005,21.184,0.30713,-0.09464299999999999,0.28718,5.0214,4.44,3.0410000000000004,0.16893,0.9838600000000001,0.23939000000000002,0.91909
285,0.54375,3.2564,4.8074,0.69744,1.3954,0.7762399999999999,1.1011,2.0887,0.17005,0.002987,0.000109,2e-06,0.0,0.0,0.0,75.55,75.774,21.644000000000002,18.462,19.377,24.118000000000002,0.35734,0.13276,1.0716,4.1607,3.8341,3.9354,0.22080999999999998,0.98198,0.2014,0.8967700000000001
286,0.58096,3.2181,4.6508,0.59254,1.2414,0.77378,1.141,2.0337,0.16534000000000001,0.001239,0.00013700000000000002,1e-06,0.0,0.0,0.0,79.905,80.46600000000002,15.669,17.011,17.762,20.44,0.4331100000000001,0.085702,1.7823,5.1101,4.3532,7.7963,0.18713,0.98357,0.24011,0.9133100000000001
287,0.65015,3.3587,4.3964,0.5571699999999999,1.2042,0.7741600000000001,1.0495,1.9258,0.16426,0.0009109999999999999,0.00013700000000000002,1e-06,0.0,0.0,0.0,66.807,68.76899999999999,8.0534,18.899,19.828,15.859000000000002,0.21968000000000001,0.005796,2.5872,3.8931,3.6448,11.232000000000001,0.21706,0.9814700000000001,0.19594,0.8964
288,0.6118100000000001,3.1682,4.5321,0.64405,1.3072,0.77465,1.1012,1.9767,0.16719,0.0019140000000000001,0.000132,2e-06,0.0,0.0,0.0,70.342,72.723,4.7135,18.936,18.918,13.799000000000001,0.29863,0.10519,4.2651,4.3172,4.1008,26.715999999999998,0.22873000000000002,0.9820700000000001,0.20072,0.8931
289,0.5634100000000001,3.301,4.7227,0.52698,1.1766,0.77331,1.1598,2.0697,0.16379000000000002,0.000697,6.4e-05,0.0,0.0,0.0,0.0,79.962,81.521,20.33,18.549,18.948,23.14,0.15382,-0.055037,1.2816,4.1656,4.0024,5.2305,0.2146,0.9812700000000001,0.21395,0.9002
