roundness,perimeter_ratio_to_diameter,compactness,eccentricity,aspect_ratio,rectangularity,narrow_factor,perimeter_ratio_major_minor,hu_1,hu_2,hu_3,hu_4,hu_5,hu_6,hu7,mean_R,mean_G,mean_B,std_R,std_G,std_B,skewness_R,skewness_G,skewness_B,kurtosis_R,kurtosis_G,kurtosis_B,contrast,correlation,energy,homogeneity
0.61090573,0.626724564,0.6916647,0.243318904,0.903351819,0.036071075,0.694622793,0.679467045,0.961057123,0.982617528,0.997652307,0.999675956,0.761904762,0.83630137,0.5,0.204270349,0.127048387,0.228229267,0.693321497,0.748771724,0.271268772,0.746508997,0.722115702,0.973347532,0.833469787,0.729013819,0.999586069,0.846699962,0.275200714,0.509682377,0.185489984
0.908166695,0.280382565,0.276237117,0.477021887,0.96559241,0.448409975,0.153691814,0.244287958,0.963759185,0.996772425,0.986852917,0.999675956,0.761904762,0.83630137,0.5,0.430744383,0.362564516,0.987569454,0.626741328,0.756838014,0.890701908,0.662478858,0.716636989,0.575546915,0.778502858,0.616886178,0.835619462,0.860890465,0.10749331,0.245696721,0.176719004
0.911527474,0.219809817,0.268369916,0.361247947,0.943095811,0.514756349,0.611155698,0.254876134,0.948731927,0.991829496,0.985326916,0.999675956,0.761904762,0.83630137,0.5,0.165436087,0,0.995022047,0.606869708,0.774950502,0.929398663,0.894257366,1,0.317367054,0.723985423,0.408158755,0.546640329,0.8075802,0.247546833,0.369159836,0.239306984
0.876463339,0.400950915,0.345035796,0.469167244,0.964371665,0.813391291,0.091894061,0.371143422,0.933870585,0.99605662,0.963962906,0.998055736,0.761904762,0.83630137,0.5,0,0.095693548,0.157473273,0.703837749,0.709100242,0.153251462,0.737406877,0.642903301,0.974652239,0.787139601,0.582972392,0.999825644,0.956486721,0.117305977,0.131454918,0.055657823
1,0,0,0.446566,0.960674549,0.763974682,0.461075441,0,0.93659635,0.995369833,0.969010447,0.999675956,0.761904762,0.83630137,0.5,0.305704448,0.174225806,0.995412093,0.620390604,0.779056977,0.93422578,0.825401764,0.848779154,0.335669777,0.768886855,0.509620201,0.581202618,0.96119132,0.06690455,0.102612705,0.039631835
0.890074497,0.26268345,0.316694202,0.40686614,0.953280318,0.650423244,0.57223114,0.321850144,0.942806352,0.993954343,0.929686583,0.999351912,0.761904762,0.83630137,0.5,0.461520713,0.621080645,0.921894754,0.98606938,0.846080516,0.731019358,0.656853317,0.575895179,0.831285214,0.639391896,0.508220631,0.976028206,0.879512835,0.049955397,0.289446721,0.137953438
0.842141377,0.333205079,0.409586185,0.458172931,0.962610303,0.299016243,0.381621188,0.371244744,0.973619341,0.996440317,0.992487381,1,0.761904762,0.83630137,0.5,0.526836108,0.539306452,0.746072422,0.883774925,0.78529002,0.563974504,0.705203555,0.668613008,0.906139395,0.654843319,0.497362916,0.992824353,0.845932908,0.086975914,0.426331967,0.189604764
0.759144121,0.474633101,0.534950043,0.536281778,0.973684211,0.476016167,0.224317817,0.527939612,0.964304338,0.998004127,0.974175373,0.998055736,0.761904762,0.83630137,0.5,0.619094104,0.463790323,0.955293637,0.822999181,0.880325585,0.834262648,0.724651126,0.669039004,0.774877589,0.730671675,0.587524677,0.950487205,0.83178502,0.093666369,0.347540984,0.21256091
0.88142049,0.40196779,0.334906774,0.498857357,0.968783788,0.817280561,0,0.359643346,0.935197914,0.996898175,0.965136753,0.996759559,0.761904762,0.83630137,0.5,0.224983139,0.115145161,1,0.655968315,0.833247782,1,0.823571837,0.870485187,0,0.765756437,0.550443443,0,0.98889476,0.054861731,0,0.007255008
0.976068448,0.128071236,0.086657226,0.555743352,0.975986188,0.682300008,0.083065811,0.072546735,0.948803034,0.998181466,0.952928748,0.998703824,0.761904762,0.83630137,0.5,0.41759256,0.353758065,0.874094341,0.656514613,0.716359903,0.588262124,0.681072275,0.627527213,0.844320061,0.828918641,0.680529774,0.981071299,0.883774247,0.097234612,0.271721311,0.141851651
0.823236991,0.316522838,0.441546692,0.43437927,0.958529525,0.303210554,0.599518459,0.408581995,0.971746859,0.995698717,0.993191689,0.999675956,0.761904762,0.83630137,0.5,0.466472614,0.515919355,0.874139273,0.860898662,0.869839407,0.690733836,0.652390219,0.624899861,0.865891384,0.630747126,0.435443001,0.984789062,0.750818191,0.165031222,0.515983607,0.306659448
0.819106033,0.379129335,0.448214145,0.664647214,0.986223013,0.437199725,0.116372392,0.425806778,0.970135103,0.999409944,0.958563212,0.999675956,0.761904762,0.83630137,0.5,0.601061375,0.569790323,0.89757626,0.954520623,0.95042898,0.736047921,0.676685541,0.600099475,0.860526421,0.596408849,0.391304988,0.983753959,0.88679985,0.041926851,0.236219262,0.136978885
0.852013667,0.307425933,0.391963654,0.608253501,0.981427226,0.603904522,0.327849117,0.387456305,0.956458877,0.998903721,0.991665688,0.998703824,0.761904762,0.83630137,0.5,0.671523908,0.584919355,0.979402453,0.88261404,0.867126201,0.888930699,0.630465033,0.541139709,0.682856965,0.692889938,0.546937152,0.904731899,0.938120035,0.005798394,0.202510246,0.065728208
0.804738699,0.459407464,0.470694674,0.51892061,0.971486868,0.662853657,0.149277689,0.482243275,0.949016355,0.997523699,0.98039676,0.998055736,0.761904762,0.83630137,0.5,0.586507401,0.531725806,0.973430878,0.879814258,0.856273374,0.866045603,0.649779673,0.585812296,0.735708324,0.732301098,0.624193406,0.937871749,0.853006852,0.071364853,0.278995902,0.18159177
0.800019605,0.367998681,0.477814491,0.458862127,0.962732378,0.403111416,0.534911717,0.459597751,0.96608201,0.996327465,0.989083226,1,0.761904762,0.83630137,0.5,0.521582478,0.470580645,0.950680697,0.85345534,0.831267874,0.80700274,0.643859987,0.648478452,0.775409771,0.692994285,0.580718348,0.951876538,0.800804555,0.133809099,0.487141393,0.243421765
0.833753431,0.377068103,0.424061836,0.413134539,0.954518503,0.380995958,0.386436597,0.400780181,0.964399147,0.994779777,0.985209532,1,0.761904762,0.83630137,0.5,0.632813887,0.594048387,0.856917773,0.874282983,0.819168439,0.681307655,0.712398817,0.649784914,0.875143428,0.721280421,0.563407879,0.986758847,0.880535574,0.044603033,0.287961066,0.145749865
0.917884949,0.213736052,0.253068209,0.370459103,0.945328032,0.635018684,0.613162119,0.255129439,0.940199099,0.992039079,0.96983214,0.998703824,0.761904762,0.83630137,0.5,0.317968833,0.150064516,0.995347264,0.596012019,0.794162939,0.931994664,0.820528558,0.839860583,0.401401363,0.804758235,0.568682047,0.678875291,0.929371356,0.101694915,0.180020492,0.08478614
0.869209657,0.367696367,0.359452443,0.373062731,0.945938405,0.457027377,0.320224719,0.343989057,0.954657502,0.992693622,0.986383378,0.999675956,0.761904762,0.83630137,0.5,0.175570622,0.164951613,0.35654003,0.614244742,0.660409181,0.198101841,0.83226894,0.780543923,0.96449092,0.71405638,0.484089101,0.999983006,1,0.051739518,0.232223361,0
0.871100095,0.314214258,0.355754858,0.504130251,0.969516236,0.422100206,0.238764045,0.326257662,0.967053804,0.997436642,0.986383378,0.999675956,0.761904762,0.83630137,0.5,0.470608072,0.455645161,0.774828411,0.855708823,0.858253282,0.587463939,0.62905087,0.628358702,0.906232886,0.612486355,0.46599782,0.993378541,0.835620291,0.111507583,0.333709016,0.200433135
0.824637316,0.40969054,0.439265203,0.378598176,0.947211468,0.425684435,0.406902087,0.426060084,0.957691396,0.993074096,0.986265994,0.999675956,0.761904762,0.83630137,0.5,0.502467076,0.449741935,0.96409588,0.961076209,0.938182885,0.840249034,0.694198537,0.678553286,0.748531018,0.674115456,0.495344589,0.939859191,0.804000614,0.129794826,0.350102459,0.230752572
0.882470733,0.35442203,0.332743293,0.443360693,0.960116494,0.502402196,0.145666132,0.315466842,0.957549182,0.995695492,0.976053527,0.99837978,0.761904762,0.83630137,0.5,0.393010543,0.285774194,0.900560977,0.793908768,0.899831341,0.699247806,0.612233642,0.648728278,0.846509915,0.667340911,0.453637408,0.980107924,0.928987829,0.082515611,0.175717213,0.088034651
0.828180138,0.421453306,0.433423806,0.460076424,0.962924209,0.463814535,0.18258427,0.418764882,0.961602275,0.996282324,0.984622608,1,0.761904762,0.83630137,0.5,0.528628732,0.455177419,0.980369544,0.917645452,0.911784117,0.872757956,0.703317061,0.641673532,0.668646285,0.692697297,0.517767171,0.894977874,0.7816282,0.142283675,0.368442623,0.257390363
0.752310536,0.459957126,0.543761309,0.505257032,0.969673189,0.356440174,0.318619583,0.524342672,0.971936478,0.997520475,0.982627069,0.999675956,0.761904762,0.83630137,0.5,0.521440488,0.422,0.965555075,0.880360557,0.894038278,0.827124597,0.691384353,0.591883303,0.709645823,0.725325885,0.561330623,0.915902846,0.745960181,0.185994648,0.499385246,0.305035192
0.896473982,0.314489089,0.302808591,0.436217125,0.95886087,0.448104934,0.190208668,0.275697857,0.961175634,0.995534275,0.981453222,1,0.761904762,0.83630137,0.5,0.494923858,0.470419355,0.693866609,0.95096968,0.955415414,0.571006131,0.760912248,0.704605081,0.927904892,0.538086753,0.328132827,0.99649632,0.89528006,0.06779661,0.267879098,0.124309691
0.66116339,0.698895179,0.645523562,0.162639248,0.853248927,0.06489743,0.540529695,0.657530777,0.923204551,0.964435416,0.993074304,0.999027868,0.761904762,0.83630137,0.5,0.359873629,0.266854839,0.714641955,0.526222344,0.607611645,0.343447474,0.711168495,0.668804744,0.917351161,0.876484942,0.768157577,0.996688884,0.694269253,0.31043711,0.57914959,0.332430969
0.689772027,0.783845435,0.616414916,0.081554826,0.74414914,0.088080531,0.632022472,0.691169765,0.827707988,0.909843941,0.979105529,0.990602722,0.761904762,0.834931507,0.5,0.46524795,0.300806452,0.82643942,0.30934171,0.498203417,0.404299555,0.697247473,0.592965377,0.883370664,0.958999551,0.912828899,0.992170626,0.518102478,0.445138269,0.812961066,0.543909042
0.594577942,0.749436596,0.705432303,0.142543176,0.834676154,0.033859529,0.640449438,0.729216272,0.910974164,0.957067776,0.998943538,0.999351912,0.761904762,0.83630137,0.5,0.471229278,0.425967742,0.904746001,0.59314395,0.611058151,0.660744896,0.811599532,0.766044126,0.85977849,0.886470173,0.78377383,0.986168464,0.73632939,0.261819804,0.658965164,0.303627504
0.541477623,0.715275106,0.746774447,0.174629065,0.862805622,0.041409288,0.807784912,0.760271544,0.932282531,0.968481976,0.986500763,0.995787427,0.761904762,0.835616438,0.5,0.372883462,0.28033871,0.793966976,0.554151871,0.640610105,0.479100864,0.818842875,0.806525098,0.906092649,0.918970333,0.810041545,0.995176619,0.792878328,0.281445138,0.511321721,0.240281538
0.623886742,0.699829605,0.680316262,0.166391535,0.85633567,0.024860825,0.642857143,0.689649932,0.92865608,0.966141098,0.997652307,0.998703824,0.761904762,0.83630137,0.5,0.497852401,0.32966129,0.899260111,0.500546299,0.698100755,0.637559531,0.774661025,0.64984832,0.855215395,0.883829384,0.815551431,0.984028736,0.700576143,0.308652988,0.630276639,0.340119112
0.631742564,0.735310284,0.673255448,0.131176917,0.822433818,0.052314497,0.665730337,0.70307513,0.899525954,0.951347778,0.995539383,0.997407647,0.761904762,0.835616438,0.5,0.385804551,0.248596774,0.882644113,0.488322863,0.600571973,0.579063995,0.819439652,0.802462574,0.857293779,0.814366211,0.648943693,0.985105773,0.806046091,0.235057984,0.467622951,0.218083378
0.571150507,0.724701808,0.724293919,0.155211249,0.846778975,0.041180508,0.77247191,0.743907999,0.920028443,0.962088089,0.992604766,0.998703824,0.761904762,0.83630137,0.5,0.274945866,0.148032258,0.630427987,0.424201038,0.531788517,0.27005249,0.823467189,0.815633507,0.930777952,0.866539845,0.744895253,0.997979783,0.715917226,0.440677966,0.659170082,0.328965891
0.66948132,0.667262134,0.637302337,0.154445476,0.846098846,0.035460993,0.702648475,0.649627641,0.919909931,0.961875282,0.998591384,0.999351912,0.761904762,0.83630137,0.5,0.305562458,0.203790323,0.748575733,0.503277793,0.588839188,0.39308696,0.844597614,0.790415479,0.911932261,0.854082386,0.725212882,0.995806288,0.76952579,0.292595897,0.548770492,0.267893882
0.748655688,0.565849503,0.548402958,0.172375504,0.861079139,0.043697094,0.72752809,0.54536704,0.930812989,0.967788741,0.995069844,0.999351912,0.761904762,0.83630137,0.5,0.368552767,0.282483871,0.895614262,0.556815078,0.638336878,0.606582363,0.721998156,0.666142841,0.847067267,0.870175946,0.804192817,0.981872455,0.673004807,0.384924175,0.601127049,0.36578235
0.695205288,0.747045567,0.610632523,0.104823385,0.787224024,0.099977122,0.580256822,0.661533006,0.865442048,0.933268846,0.986735532,0.992222942,0.761904762,0.834246575,0.5,0.444499663,0.267193548,0.945712587,0.045957389,0.170712033,0.694838786,0.710187065,0.609523014,0.800425889,1,1,0.970515013,0.493215832,0.492417484,0.91557377,0.599566865
0.631588529,0.694580333,0.673393124,0.163787907,0.854208085,0.031647983,0.658105939,0.683925224,0.92649917,0.965215709,0.993895997,0.998055736,0.761904762,0.835616438,0.5,0.382183806,0.248967742,0.778636868,0.515159792,0.613918017,0.45336891,0.851388425,0.840422503,0.907707172,0.849908495,0.69527682,0.995367528,0.826117342,0.213648528,0.472592213,0.196643205
0.644163446,0.633595339,0.66180867,0.198182055,0.879058979,0.02676733,0.724719101,0.657632099,0.945271391,0.974634036,0.998473999,0.999675956,0.761904762,0.83630137,0.5,0.215629548,0.105112903,0.605801392,0.570813985,0.696560827,0.292211618,0.826250262,0.798453203,0.938441363,0.823901946,0.640251628,0.998770567,0.818276344,0.312221231,0.496567623,0.218516513
0.64624993,0.763892706,0.659841869,0.110172857,0.795298385,0.042629452,0.618378812,0.702973808,0.877411709,0.938614819,0.990139688,0.995463383,0.761904762,0.835616438,0.5,0.540325157,0.252790323,0.993826663,0.231903851,0.491750385,0.941869349,0.755280202,0.630181143,0.437827017,0.944302639,0.91633519,0.673225262,0.565659837,0.412578055,0.76772541,0.504710341
0.69598947,0.673033584,0.609786799,0.15802273,0.849272784,0.071837108,0.557383628,0.621814682,0.919578099,0.962726511,0.995304613,0.997407647,0.761904762,0.835616438,0.5,0.408629442,0.261387097,0.867266934,0.502458345,0.588179218,0.539990954,0.689432807,0.603227999,0.86536999,0.873226096,0.816671086,0.987269778,0.717323492,0.313559322,0.597387295,0.325500812
0.701072649,0.655829165,0.60426009,0.147564459,0.839663772,0.075345077,0.685794543,0.62176402,0.911685233,0.958625137,0.988261533,0.994167207,0.761904762,0.834931507,0.5,0.37432111,0.201532258,0.908740601,0.469134116,0.589719146,0.623306233,0.714025104,0.635432051,0.828681841,0.896094202,0.867689089,0.976287534,0.76300583,0.281445138,0.570030738,0.273957769
0.607180866,0.671137251,0.694850917,0.17958471,0.866485299,0.018226188,0.77046549,0.699528852,0.936785968,0.97012317,0.997887076,0.999351912,0.761904762,0.83630137,0.5,0.436069007,0.246580645,0.900755679,0.514681781,0.687761238,0.608482803,0.661497429,0.557826435,0.839070164,0.834673794,0.753204278,0.980011918,0.631285583,0.440231936,0.614395492,0.425338387
0.69702571,0.699032595,0.608646055,0.144873314,0.83701301,0.059787997,0.499598716,0.626374183,0.910808248,0.957702973,0.997065383,0.999351912,0.761904762,0.83630137,0.5,0.406659331,0.208774194,0.970416207,0.459300738,0.628877319,0.801240607,0.731444766,0.664495431,0.708984192,0.870753869,0.833539586,0.923384721,0.815378584,0.195807315,0.456045082,0.215701137
0.672940122,0.748859451,0.6338211,0.105053117,0.787572809,0.064592389,0.647271268,0.682101424,0.868831477,0.934249049,0.995069844,0.996759559,0.761904762,0.835616438,0.5,0.455095666,0.208645161,0.980384521,0.170581808,0.448632397,0.84663071,0.782145342,0.68129492,0.653827912,0.9548979,0.934838976,0.889063,0.595020966,0.399197145,0.735604508,0.479371955
0.726054445,0.728302094,0.575938164,0.107678625,0.79160127,0.114847861,0.524879615,0.624195755,0.867978194,0.935197008,0.9823923,0.992222942,0.761904762,0.834931507,0.5,0.453888751,0.232,0.944144273,0.109191478,0.339884139,0.668992805,0.701060057,0.590975879,0.780886204,0.952674501,0.934838976,0.961420894,0.502335254,0.482158787,0.827356557,0.567406605
0.671217723,0.722558127,0.635571552,0.148275534,0.840343902,0.088538092,0.473515249,0.656365571,0.911187485,0.958731541,0.976288297,0.991898898,0.761904762,0.834931507,0.5,0.514287743,0.44783871,0.935538872,0.544181918,0.572413287,0.69753741,0.666053863,0.575500317,0.8141799,0.908455339,0.856669318,0.972650327,0.680291821,0.253345227,0.671055328,0.372171088
0.584621632,0.695239927,0.713574856,0.18215552,0.868333857,0.023716922,0.72070626,0.719590658,0.93773406,0.970761592,0.997534922,0.999675956,0.761904762,0.83630137,0.5,0.274981364,0.211306452,0.610572661,0.55804425,0.680721566,0.276704029,0.844009322,0.777852025,0.938195769,0.880233417,0.770883055,0.998981781,0.778219071,0.32381802,0.528125,0.256415809
0.642595082,0.7139834,0.663264102,0.147772312,0.839855603,0.04583238,0.620385233,0.682152085,0.914173975,0.959121687,0.991900458,0.996435515,0.761904762,0.835616438,0.5,0.434258635,0.355129032,0.858158731,0.514613494,0.578573,0.55177368,0.79744093,0.750511612,0.885337577,0.907187119,0.817260379,0.992146239,0.769781475,0.226137377,0.617930328,0.270384407
0.670615583,0.668966086,0.636161592,0.138987801,0.830996477,0.054831084,0.794542536,0.658847966,0.906328514,0.955149287,0.986735532,0.994167207,0.761904762,0.835616438,0.5,0.510720244,0.426225806,0.950034544,0.472002185,0.537874899,0.738583108,0.683252915,0.592707198,0.79073875,0.911055994,0.862400189,0.96445006,0.623572427,0.350579839,0.75107582,0.44006497
0.563854814,0.735997362,0.729958304,0.188161368,0.87251927,0.27484176,0.648073836,0.75920766,0.921450581,0.969810408,0.986148609,0.991898898,0.761904762,0.834931507,0.5,0.734052749,0.570903226,0.935590222,0.506555586,0.654616118,0.735667834,0.668435313,0.590899944,0.809375884,0.874349836,0.814313916,0.967126099,0.692223775,0.206066012,0.550665984,0.327991337
0.778076514,0.664843621,0.509479978,0.148724058,0.840779882,0.640356898,0.502407705,0.58447743,0.863142925,0.94997743,0.89341472,0.91801685,0.761904762,0.815068493,0.5,0.60482411,0.624419355,0.934122468,0.796776837,0.682481484,0.750601489,0.631454948,0.681670799,0.819681504,0.799677326,0.757314594,0.97078979,0.83033614,0.078501338,0.327305328,0.146940985
0.889416345,0.547930523,0.318110298,0.118290051,0.806581563,0.880195226,0.717897271,0.445108668,0.806091491,0.924230992,0.906444418,0.927414128,0.761904762,0.815753425,0.5,0.468904192,0.469129032,0.955871325,0.694550669,0.676175112,0.777412893,0.43553396,0.463442971,0.76687689,0.696477878,0.704970683,0.952107174,0.724866192,0.190008921,0.489856557,0.291499729
0.881210441,0.552822514,0.33533947,0.114275212,0.801140525,0.810035842,0.752006421,0.456254116,0.80855653,0.92280583,0.993309074,0.995139339,0.761904762,0.834931507,0.5,0.543945902,0.446016129,0.896346,0.68239552,0.756764684,0.649342258,0.604851711,0.577379709,0.848214334,0.780806524,0.706900616,0.9802569,0.73611632,0.177074041,0.436270492,0.272333514
